,Character,movie_number,spacy_tokens,identified_names,character_counts
489,DUMBLEDORE,film 2,gryffindor,Pomona Sprout,8
490,DUMBLEDORE,film 2,gryffindor,Poppy Pomfrey,4
491,DUMBLEDORE,film 2,gryffindor,Ronald Bilius Weasley,8
492,DUMBLEDORE,film 2,gryffindor,Rubeus Hagrid,12
493,DUMBLEDORE,film 2,gryffindor,Severus Snape,4
494,DUMBLEDORE,film 2,gryffindor,Tom Marvolo Riddle,16
495,DUMBLEDORE,film 2,hagrid,Albus Severus Potter,6
496,DUMBLEDORE,film 2,hagrid,Argus Filch,12
497,DUMBLEDORE,film 2,hagrid,Arthur Weasley,6
498,DUMBLEDORE,film 2,hagrid,Bill William Arthur Weasley,6
499,DUMBLEDORE,film 2,hagrid,Charles Weasley,6
500,DUMBLEDORE,film 2,hagrid,Cornelius Oswald Fudge,3
501,DUMBLEDORE,film 2,hagrid,Fred Weasley,6
502,DUMBLEDORE,film 2,hagrid,George Weasley,6
503,DUMBLEDORE,film 2,hagrid,Ginevra Ginny Molly Weasley,6
504,DUMBLEDORE,film 2,hagrid,Godric Gryffindor,12
505,DUMBLEDORE,film 2,hagrid,Harry James Potter,30
506,DUMBLEDORE,film 2,hagrid,James Potter,3
507,DUMBLEDORE,film 2,hagrid,James Sirius Potter,3
508,DUMBLEDORE,film 2,hagrid,Lily J. Potter,3
509,DUMBLEDORE,film 2,hagrid,Lucius Malfoy,3
510,DUMBLEDORE,film 2,hagrid,Minerva McGonagall,6
511,DUMBLEDORE,film 2,hagrid,Molly Weasley,6
512,DUMBLEDORE,film 2,hagrid,Nicholas de Mimsy-Porpington,57
513,DUMBLEDORE,film 2,hagrid,Percy Ignatius Weasley,6
514,DUMBLEDORE,film 2,hagrid,Pomona Sprout,6
515,DUMBLEDORE,film 2,hagrid,Poppy Pomfrey,3
516,DUMBLEDORE,film 2,hagrid,Ronald Bilius Weasley,6
517,DUMBLEDORE,film 2,hagrid,Rubeus Hagrid,9
518,DUMBLEDORE,film 2,hagrid,Severus Snape,3
519,DUMBLEDORE,film 2,hagrid,Tom Marvolo Riddle,12
520,DUMBLEDORE,film 2,harry,Albus Severus Potter,20
521,DUMBLEDORE,film 2,harry,Argus Filch,40
522,DUMBLEDORE,film 2,harry,Arthur Weasley,20
523,DUMBLEDORE,film 2,harry,Bill William Arthur Weasley,20
524,DUMBLEDORE,film 2,harry,Charles Weasley,20
525,DUMBLEDORE,film 2,harry,Cornelius Oswald Fudge,10
526,DUMBLEDORE,film 2,harry,Fred Weasley,20
527,DUMBLEDORE,film 2,harry,George Weasley,20
528,DUMBLEDORE,film 2,harry,Ginevra Ginny Molly Weasley,20
529,DUMBLEDORE,film 2,harry,Godric Gryffindor,40
530,DUMBLEDORE,film 2,harry,Harry James Potter,100
531,DUMBLEDORE,film 2,harry,James Potter,10
532,DUMBLEDORE,film 2,harry,James Sirius Potter,10
533,DUMBLEDORE,film 2,harry,Lily J. Potter,10
534,DUMBLEDORE,film 2,harry,Lucius Malfoy,10
535,DUMBLEDORE,film 2,harry,Minerva McGonagall,20
536,DUMBLEDORE,film 2,harry,Molly Weasley,20
537,DUMBLEDORE,film 2,harry,Nicholas de Mimsy-Porpington,190
538,DUMBLEDORE,film 2,harry,Percy Ignatius Weasley,20
539,DUMBLEDORE,film 2,harry,Pomona Sprout,20
540,DUMBLEDORE,film 2,harry,Poppy Pomfrey,10
541,DUMBLEDORE,film 2,harry,Ronald Bilius Weasley,20
542,DUMBLEDORE,film 2,harry,Rubeus Hagrid,30
543,DUMBLEDORE,film 2,harry,Severus Snape,10
544,DUMBLEDORE,film 2,harry,Tom Marvolo Riddle,40
545,DUMBLEDORE,film 2,lucius,Albus Severus Potter,2
546,DUMBLEDORE,film 2,lucius,Argus Filch,4
547,DUMBLEDORE,film 2,lucius,Arthur Weasley,2
548,DUMBLEDORE,film 2,lucius,Bill William Arthur Weasley,2
549,DUMBLEDORE,film 2,lucius,Charles Weasley,2
550,DUMBLEDORE,film 2,lucius,Cornelius Oswald Fudge,1
551,DUMBLEDORE,film 2,lucius,Fred Weasley,2
552,DUMBLEDORE,film 2,lucius,George Weasley,2
553,DUMBLEDORE,film 2,lucius,Ginevra Ginny Molly Weasley,2
554,DUMBLEDORE,film 2,lucius,Godric Gryffindor,4
555,DUMBLEDORE,film 2,lucius,Harry James Potter,10
556,DUMBLEDORE,film 2,lucius,James Potter,1
557,DUMBLEDORE,film 2,lucius,James Sirius Potter,1
558,DUMBLEDORE,film 2,lucius,Lily J. Potter,1
559,DUMBLEDORE,film 2,lucius,Lucius Malfoy,1
560,DUMBLEDORE,film 2,lucius,Minerva McGonagall,2
561,DUMBLEDORE,film 2,lucius,Molly Weasley,2
562,DUMBLEDORE,film 2,lucius,Nicholas de Mimsy-Porpington,19
563,DUMBLEDORE,film 2,lucius,Percy Ignatius Weasley,2
564,DUMBLEDORE,film 2,lucius,Pomona Sprout,2
565,DUMBLEDORE,film 2,lucius,Poppy Pomfrey,1
566,DUMBLEDORE,film 2,lucius,Ronald Bilius Weasley,2
567,DUMBLEDORE,film 2,lucius,Rubeus Hagrid,3
568,DUMBLEDORE,film 2,lucius,Severus Snape,1
569,DUMBLEDORE,film 2,lucius,Tom Marvolo Riddle,4
570,DUMBLEDORE,film 2,mcgonagall,Albus Severus Potter,2
571,DUMBLEDORE,film 2,mcgonagall,Argus Filch,4
572,DUMBLEDORE,film 2,mcgonagall,Arthur Weasley,2
573,DUMBLEDORE,film 2,mcgonagall,Bill William Arthur Weasley,2
574,DUMBLEDORE,film 2,mcgonagall,Charles Weasley,2
575,DUMBLEDORE,film 2,mcgonagall,Cornelius Oswald Fudge,1
576,DUMBLEDORE,film 2,mcgonagall,Fred Weasley,2
577,DUMBLEDORE,film 2,mcgonagall,George Weasley,2
578,DUMBLEDORE,film 2,mcgonagall,Ginevra Ginny Molly Weasley,2
579,DUMBLEDORE,film 2,mcgonagall,Godric Gryffindor,4
580,DUMBLEDORE,film 2,mcgonagall,Harry James Potter,10
581,DUMBLEDORE,film 2,mcgonagall,James Potter,1
582,DUMBLEDORE,film 2,mcgonagall,James Sirius Potter,1
583,DUMBLEDORE,film 2,mcgonagall,Lily J. Potter,1
584,DUMBLEDORE,film 2,mcgonagall,Lucius Malfoy,1
585,DUMBLEDORE,film 2,mcgonagall,Minerva McGonagall,2
586,DUMBLEDORE,film 2,mcgonagall,Molly Weasley,2
587,DUMBLEDORE,film 2,mcgonagall,Nicholas de Mimsy-Porpington,19
588,DUMBLEDORE,film 2,mcgonagall,Percy Ignatius Weasley,2
589,DUMBLEDORE,film 2,mcgonagall,Pomona Sprout,2
590,DUMBLEDORE,film 2,mcgonagall,Poppy Pomfrey,1
591,DUMBLEDORE,film 2,mcgonagall,Ronald Bilius Weasley,2
592,DUMBLEDORE,film 2,mcgonagall,Rubeus Hagrid,3
593,DUMBLEDORE,film 2,mcgonagall,Severus Snape,1
594,DUMBLEDORE,film 2,mcgonagall,Tom Marvolo Riddle,4
595,DUMBLEDORE,film 2,minerva,Albus Severus Potter,2
596,DUMBLEDORE,film 2,minerva,Argus Filch,4
597,DUMBLEDORE,film 2,minerva,Arthur Weasley,2
598,DUMBLEDORE,film 2,minerva,Bill William Arthur Weasley,2
599,DUMBLEDORE,film 2,minerva,Charles Weasley,2
600,DUMBLEDORE,film 2,minerva,Cornelius Oswald Fudge,1
601,DUMBLEDORE,film 2,minerva,Fred Weasley,2
602,DUMBLEDORE,film 2,minerva,George Weasley,2
603,DUMBLEDORE,film 2,minerva,Ginevra Ginny Molly Weasley,2
604,DUMBLEDORE,film 2,minerva,Godric Gryffindor,4
605,DUMBLEDORE,film 2,minerva,Harry James Potter,10
606,DUMBLEDORE,film 2,minerva,James Potter,1
607,DUMBLEDORE,film 2,minerva,James Sirius Potter,1
608,DUMBLEDORE,film 2,minerva,Lily J. Potter,1
609,DUMBLEDORE,film 2,minerva,Lucius Malfoy,1
610,DUMBLEDORE,film 2,minerva,Minerva McGonagall,2
611,DUMBLEDORE,film 2,minerva,Molly Weasley,2
612,DUMBLEDORE,film 2,minerva,Nicholas de Mimsy-Porpington,19
613,DUMBLEDORE,film 2,minerva,Percy Ignatius Weasley,2
614,DUMBLEDORE,film 2,minerva,Pomona Sprout,2
615,DUMBLEDORE,film 2,minerva,Poppy Pomfrey,1
616,DUMBLEDORE,film 2,minerva,Ronald Bilius Weasley,2
617,DUMBLEDORE,film 2,minerva,Rubeus Hagrid,3
618,DUMBLEDORE,film 2,minerva,Severus Snape,1
619,DUMBLEDORE,film 2,minerva,Tom Marvolo Riddle,4
620,DUMBLEDORE,film 2,pomfrey,Albus Severus Potter,2
621,DUMBLEDORE,film 2,pomfrey,Argus Filch,4
622,DUMBLEDORE,film 2,pomfrey,Arthur Weasley,2
623,DUMBLEDORE,film 2,pomfrey,Bill William Arthur Weasley,2
624,DUMBLEDORE,film 2,pomfrey,Charles Weasley,2
625,DUMBLEDORE,film 2,pomfrey,Cornelius Oswald Fudge,1
626,DUMBLEDORE,film 2,pomfrey,Fred Weasley,2
627,DUMBLEDORE,film 2,pomfrey,George Weasley,2
628,DUMBLEDORE,film 2,pomfrey,Ginevra Ginny Molly Weasley,2
629,DUMBLEDORE,film 2,pomfrey,Godric Gryffindor,4
630,DUMBLEDORE,film 2,pomfrey,Harry James Potter,10
631,DUMBLEDORE,film 2,pomfrey,James Potter,1
632,DUMBLEDORE,film 2,pomfrey,James Sirius Potter,1
633,DUMBLEDORE,film 2,pomfrey,Lily J. Potter,1
634,DUMBLEDORE,film 2,pomfrey,Lucius Malfoy,1
635,DUMBLEDORE,film 2,pomfrey,Minerva McGonagall,2
636,DUMBLEDORE,film 2,pomfrey,Molly Weasley,2
637,DUMBLEDORE,film 2,pomfrey,Nicholas de Mimsy-Porpington,19
638,DUMBLEDORE,film 2,pomfrey,Percy Ignatius Weasley,2
639,DUMBLEDORE,film 2,pomfrey,Pomona Sprout,2
640,DUMBLEDORE,film 2,pomfrey,Poppy Pomfrey,1
641,DUMBLEDORE,film 2,pomfrey,Ronald Bilius Weasley,2
642,DUMBLEDORE,film 2,pomfrey,Rubeus Hagrid,3
643,DUMBLEDORE,film 2,pomfrey,Severus Snape,1
644,DUMBLEDORE,film 2,pomfrey,Tom Marvolo Riddle,4
645,DUMBLEDORE,film 2,potter,Albus Severus Potter,2
646,DUMBLEDORE,film 2,potter,Argus Filch,4
647,DUMBLEDORE,film 2,potter,Arthur Weasley,2
648,DUMBLEDORE,film 2,potter,Bill William Arthur Weasley,2
649,DUMBLEDORE,film 2,potter,Charles Weasley,2
650,DUMBLEDORE,film 2,potter,Cornelius Oswald Fudge,1
651,DUMBLEDORE,film 2,potter,Fred Weasley,2
652,DUMBLEDORE,film 2,potter,George Weasley,2
653,DUMBLEDORE,film 2,potter,Ginevra Ginny Molly Weasley,2
654,DUMBLEDORE,film 2,potter,Godric Gryffindor,4
655,DUMBLEDORE,film 2,potter,Harry James Potter,10
656,DUMBLEDORE,film 2,potter,James Potter,1
657,DUMBLEDORE,film 2,potter,James Sirius Potter,1
658,DUMBLEDORE,film 2,potter,Lily J. Potter,1
659,DUMBLEDORE,film 2,potter,Lucius Malfoy,1
660,DUMBLEDORE,film 2,potter,Minerva McGonagall,2
661,DUMBLEDORE,film 2,potter,Molly Weasley,2
662,DUMBLEDORE,film 2,potter,Nicholas de Mimsy-Porpington,19
663,DUMBLEDORE,film 2,potter,Percy Ignatius Weasley,2
664,DUMBLEDORE,film 2,potter,Pomona Sprout,2
665,DUMBLEDORE,film 2,potter,Poppy Pomfrey,1
666,DUMBLEDORE,film 2,potter,Ronald Bilius Weasley,2
667,DUMBLEDORE,film 2,potter,Rubeus Hagrid,3
668,DUMBLEDORE,film 2,potter,Severus Snape,1
669,DUMBLEDORE,film 2,potter,Tom Marvolo Riddle,4
670,DUMBLEDORE,film 2,riddle,Albus Severus Potter,2
671,DUMBLEDORE,film 2,riddle,Argus Filch,4
672,DUMBLEDORE,film 2,riddle,Arthur Weasley,2
673,DUMBLEDORE,film 2,riddle,Bill William Arthur Weasley,2
674,DUMBLEDORE,film 2,riddle,Charles Weasley,2
675,DUMBLEDORE,film 2,riddle,Cornelius Oswald Fudge,1
676,DUMBLEDORE,film 2,riddle,Fred Weasley,2
677,DUMBLEDORE,film 2,riddle,George Weasley,2
678,DUMBLEDORE,film 2,riddle,Ginevra Ginny Molly Weasley,2
679,DUMBLEDORE,film 2,riddle,Godric Gryffindor,4
680,DUMBLEDORE,film 2,riddle,Harry James Potter,10
681,DUMBLEDORE,film 2,riddle,James Potter,1
682,DUMBLEDORE,film 2,riddle,James Sirius Potter,1
683,DUMBLEDORE,film 2,riddle,Lily J. Potter,1
684,DUMBLEDORE,film 2,riddle,Lucius Malfoy,1
685,DUMBLEDORE,film 2,riddle,Minerva McGonagall,2
686,DUMBLEDORE,film 2,riddle,Molly Weasley,2
687,DUMBLEDORE,film 2,riddle,Nicholas de Mimsy-Porpington,19
688,DUMBLEDORE,film 2,riddle,Percy Ignatius Weasley,2
689,DUMBLEDORE,film 2,riddle,Pomona Sprout,2
690,DUMBLEDORE,film 2,riddle,Poppy Pomfrey,1
691,DUMBLEDORE,film 2,riddle,Ronald Bilius Weasley,2
692,DUMBLEDORE,film 2,riddle,Rubeus Hagrid,3
693,DUMBLEDORE,film 2,riddle,Severus Snape,1
694,DUMBLEDORE,film 2,riddle,Tom Marvolo Riddle,4
695,DUMBLEDORE,film 2,severus,Albus Severus Potter,2
696,DUMBLEDORE,film 2,severus,Argus Filch,4
697,DUMBLEDORE,film 2,severus,Arthur Weasley,2
698,DUMBLEDORE,film 2,severus,Bill William Arthur Weasley,2
699,DUMBLEDORE,film 2,severus,Charles Weasley,2
700,DUMBLEDORE,film 2,severus,Cornelius Oswald Fudge,1
701,DUMBLEDORE,film 2,severus,Fred Weasley,2
702,DUMBLEDORE,film 2,severus,George Weasley,2
703,DUMBLEDORE,film 2,severus,Ginevra Ginny Molly Weasley,2
704,DUMBLEDORE,film 2,severus,Godric Gryffindor,4
705,DUMBLEDORE,film 2,severus,Harry James Potter,10
706,DUMBLEDORE,film 2,severus,James Potter,1
707,DUMBLEDORE,film 2,severus,James Sirius Potter,1
708,DUMBLEDORE,film 2,severus,Lily J. Potter,1
709,DUMBLEDORE,film 2,severus,Lucius Malfoy,1
710,DUMBLEDORE,film 2,severus,Minerva McGonagall,2
711,DUMBLEDORE,film 2,severus,Molly Weasley,2
712,DUMBLEDORE,film 2,severus,Nicholas de Mimsy-Porpington,19
713,DUMBLEDORE,film 2,severus,Percy Ignatius Weasley,2
714,DUMBLEDORE,film 2,severus,Pomona Sprout,2
715,DUMBLEDORE,film 2,severus,Poppy Pomfrey,1
716,DUMBLEDORE,film 2,severus,Ronald Bilius Weasley,2
717,DUMBLEDORE,film 2,severus,Rubeus Hagrid,3
718,DUMBLEDORE,film 2,severus,Severus Snape,1
719,DUMBLEDORE,film 2,severus,Tom Marvolo Riddle,4
720,DUMBLEDORE,film 2,sprout,Albus Severus Potter,4
721,DUMBLEDORE,film 2,sprout,Argus Filch,8
722,DUMBLEDORE,film 2,sprout,Arthur Weasley,4
723,DUMBLEDORE,film 2,sprout,Bill William Arthur Weasley,4
724,DUMBLEDORE,film 2,sprout,Charles Weasley,4
725,DUMBLEDORE,film 2,sprout,Cornelius Oswald Fudge,2
726,DUMBLEDORE,film 2,sprout,Fred Weasley,4
727,DUMBLEDORE,film 2,sprout,George Weasley,4
728,DUMBLEDORE,film 2,sprout,Ginevra Ginny Molly Weasley,4
729,DUMBLEDORE,film 2,sprout,Godric Gryffindor,8
730,DUMBLEDORE,film 2,sprout,Harry James Potter,20
731,DUMBLEDORE,film 2,sprout,James Potter,2
732,DUMBLEDORE,film 2,sprout,James Sirius Potter,2
733,DUMBLEDORE,film 2,sprout,Lily J. Potter,2
734,DUMBLEDORE,film 2,sprout,Lucius Malfoy,2
735,DUMBLEDORE,film 2,sprout,Minerva McGonagall,4
736,DUMBLEDORE,film 2,sprout,Molly Weasley,4
737,DUMBLEDORE,film 2,sprout,Nicholas de Mimsy-Porpington,38
738,DUMBLEDORE,film 2,sprout,Percy Ignatius Weasley,4
739,DUMBLEDORE,film 2,sprout,Pomona Sprout,4
740,DUMBLEDORE,film 2,sprout,Poppy Pomfrey,2
741,DUMBLEDORE,film 2,sprout,Ronald Bilius Weasley,4
742,DUMBLEDORE,film 2,sprout,Rubeus Hagrid,6
743,DUMBLEDORE,film 2,sprout,Severus Snape,2
744,DUMBLEDORE,film 2,sprout,Tom Marvolo Riddle,8
745,DUMBLEDORE,film 2,tom,Albus Severus Potter,6
746,DUMBLEDORE,film 2,tom,Argus Filch,12
747,DUMBLEDORE,film 2,tom,Arthur Weasley,6
748,DUMBLEDORE,film 2,tom,Bill William Arthur Weasley,6
749,DUMBLEDORE,film 2,tom,Charles Weasley,6
750,DUMBLEDORE,film 2,tom,Cornelius Oswald Fudge,3
751,DUMBLEDORE,film 2,tom,Fred Weasley,6
752,DUMBLEDORE,film 2,tom,George Weasley,6
753,DUMBLEDORE,film 2,tom,Ginevra Ginny Molly Weasley,6
754,DUMBLEDORE,film 2,tom,Godric Gryffindor,12
755,DUMBLEDORE,film 2,tom,Harry James Potter,30
756,DUMBLEDORE,film 2,tom,James Potter,3
757,DUMBLEDORE,film 2,tom,James Sirius Potter,3
758,DUMBLEDORE,film 2,tom,Lily J. Potter,3
759,DUMBLEDORE,film 2,tom,Lucius Malfoy,3
760,DUMBLEDORE,film 2,tom,Minerva McGonagall,6
761,DUMBLEDORE,film 2,tom,Molly Weasley,6
762,DUMBLEDORE,film 2,tom,Nicholas de Mimsy-Porpington,57
763,DUMBLEDORE,film 2,tom,Percy Ignatius Weasley,6
764,DUMBLEDORE,film 2,tom,Pomona Sprout,6
765,DUMBLEDORE,film 2,tom,Poppy Pomfrey,3
766,DUMBLEDORE,film 2,tom,Ronald Bilius Weasley,6
767,DUMBLEDORE,film 2,tom,Rubeus Hagrid,9
768,DUMBLEDORE,film 2,tom,Severus Snape,3
769,DUMBLEDORE,film 2,tom,Tom Marvolo Riddle,12
770,DUMBLEDORE,film 2,weasley,Albus Severus Potter,4
771,DUMBLEDORE,film 2,weasley,Argus Filch,8
772,DUMBLEDORE,film 2,weasley,Arthur Weasley,4
773,DUMBLEDORE,film 2,weasley,Bill William Arthur Weasley,4
774,DUMBLEDORE,film 2,weasley,Charles Weasley,4
775,DUMBLEDORE,film 2,weasley,Cornelius Oswald Fudge,2
776,DUMBLEDORE,film 2,weasley,Fred Weasley,4
777,DUMBLEDORE,film 2,weasley,George Weasley,4
778,DUMBLEDORE,film 2,weasley,Ginevra Ginny Molly Weasley,4
779,DUMBLEDORE,film 2,weasley,Godric Gryffindor,8
780,DUMBLEDORE,film 2,weasley,Harry James Potter,20
781,DUMBLEDORE,film 2,weasley,James Potter,2
782,DUMBLEDORE,film 2,weasley,James Sirius Potter,2
783,DUMBLEDORE,film 2,weasley,Lily J. Potter,2
784,DUMBLEDORE,film 2,weasley,Lucius Malfoy,2
785,DUMBLEDORE,film 2,weasley,Minerva McGonagall,4
786,DUMBLEDORE,film 2,weasley,Molly Weasley,4
787,DUMBLEDORE,film 2,weasley,Nicholas de Mimsy-Porpington,38
788,DUMBLEDORE,film 2,weasley,Percy Ignatius Weasley,4
789,DUMBLEDORE,film 2,weasley,Pomona Sprout,4
790,DUMBLEDORE,film 2,weasley,Poppy Pomfrey,2
791,DUMBLEDORE,film 2,weasley,Ronald Bilius Weasley,4
792,DUMBLEDORE,film 2,weasley,Rubeus Hagrid,6
793,DUMBLEDORE,film 2,weasley,Severus Snape,2
794,DUMBLEDORE,film 2,weasley,Tom Marvolo Riddle,8
795,DUMBLEDORE,film 3,black,Argus Filch,6
796,DUMBLEDORE,film 3,black,Edward Remus Lupin,3
797,DUMBLEDORE,film 3,black,Fat Friar,3
798,DUMBLEDORE,film 3,black,Hermione Jean Granger,6
799,DUMBLEDORE,film 3,black,James Sirius Potter,9
800,DUMBLEDORE,film 3,black,Lily J. Potter,3
801,DUMBLEDORE,film 3,black,Nicholas de Mimsy-Porpington,24
802,DUMBLEDORE,film 3,black,Regulus Arcturus Black,9
803,DUMBLEDORE,film 3,black,Remus John Lupin,3
804,DUMBLEDORE,film 3,black,Rubeus Hagrid,9
805,DUMBLEDORE,film 3,black,Sirius Black,9
806,DUMBLEDORE,film 3,fat,Argus Filch,2
807,DUMBLEDORE,film 3,fat,Edward Remus Lupin,1
808,DUMBLEDORE,film 3,fat,Fat Friar,1
809,DUMBLEDORE,film 3,fat,Hermione Jean Granger,2
810,DUMBLEDORE,film 3,fat,James Sirius Potter,3
811,DUMBLEDORE,film 3,fat,Lily J. Potter,1
812,DUMBLEDORE,film 3,fat,Nicholas de Mimsy-Porpington,8
813,DUMBLEDORE,film 3,fat,Regulus Arcturus Black,3
814,DUMBLEDORE,film 3,fat,Remus John Lupin,1
815,DUMBLEDORE,film 3,fat,Rubeus Hagrid,3
816,DUMBLEDORE,film 3,fat,Sirius Black,3
817,DUMBLEDORE,film 3,filch,Argus Filch,4
818,DUMBLEDORE,film 3,filch,Edward Remus Lupin,2
819,DUMBLEDORE,film 3,filch,Fat Friar,2
820,DUMBLEDORE,film 3,filch,Hermione Jean Granger,4
821,DUMBLEDORE,film 3,filch,James Sirius Potter,6
822,DUMBLEDORE,film 3,filch,Lily J. Potter,2
823,DUMBLEDORE,film 3,filch,Nicholas de Mimsy-Porpington,16
824,DUMBLEDORE,film 3,filch,Regulus Arcturus Black,6
825,DUMBLEDORE,film 3,filch,Remus John Lupin,2
826,DUMBLEDORE,film 3,filch,Rubeus Hagrid,6
827,DUMBLEDORE,film 3,filch,Sirius Black,6
828,DUMBLEDORE,film 3,granger,Argus Filch,4
829,DUMBLEDORE,film 3,granger,Edward Remus Lupin,2
830,DUMBLEDORE,film 3,granger,Fat Friar,2
831,DUMBLEDORE,film 3,granger,Hermione Jean Granger,4
832,DUMBLEDORE,film 3,granger,James Sirius Potter,6
833,DUMBLEDORE,film 3,granger,Lily J. Potter,2
834,DUMBLEDORE,film 3,granger,Nicholas de Mimsy-Porpington,16
835,DUMBLEDORE,film 3,granger,Regulus Arcturus Black,6
836,DUMBLEDORE,film 3,granger,Remus John Lupin,2
837,DUMBLEDORE,film 3,granger,Rubeus Hagrid,6
838,DUMBLEDORE,film 3,granger,Sirius Black,6
839,DUMBLEDORE,film 3,hagrid,Argus Filch,6
840,DUMBLEDORE,film 3,hagrid,Edward Remus Lupin,3
841,DUMBLEDORE,film 3,hagrid,Fat Friar,3
842,DUMBLEDORE,film 3,hagrid,Hermione Jean Granger,6
843,DUMBLEDORE,film 3,hagrid,James Sirius Potter,9
844,DUMBLEDORE,film 3,hagrid,Lily J. Potter,3
845,DUMBLEDORE,film 3,hagrid,Nicholas de Mimsy-Porpington,24
846,DUMBLEDORE,film 3,hagrid,Regulus Arcturus Black,9
847,DUMBLEDORE,film 3,hagrid,Remus John Lupin,3
848,DUMBLEDORE,film 3,hagrid,Rubeus Hagrid,9
849,DUMBLEDORE,film 3,hagrid,Sirius Black,9
850,DUMBLEDORE,film 3,lupin,Argus Filch,2
851,DUMBLEDORE,film 3,lupin,Edward Remus Lupin,1
852,DUMBLEDORE,film 3,lupin,Fat Friar,1
853,DUMBLEDORE,film 3,lupin,Hermione Jean Granger,2
854,DUMBLEDORE,film 3,lupin,James Sirius Potter,3
855,DUMBLEDORE,film 3,lupin,Lily J. Potter,1
856,DUMBLEDORE,film 3,lupin,Nicholas de Mimsy-Porpington,8
857,DUMBLEDORE,film 3,lupin,Regulus Arcturus Black,3
858,DUMBLEDORE,film 3,lupin,Remus John Lupin,1
859,DUMBLEDORE,film 3,lupin,Rubeus Hagrid,3
860,DUMBLEDORE,film 3,lupin,Sirius Black,3
861,DUMBLEDORE,film 3,rubeus,Argus Filch,2
862,DUMBLEDORE,film 3,rubeus,Edward Remus Lupin,1
863,DUMBLEDORE,film 3,rubeus,Fat Friar,1
864,DUMBLEDORE,film 3,rubeus,Hermione Jean Granger,2
865,DUMBLEDORE,film 3,rubeus,James Sirius Potter,3
866,DUMBLEDORE,film 3,rubeus,Lily J. Potter,1
867,DUMBLEDORE,film 3,rubeus,Nicholas de Mimsy-Porpington,8
868,DUMBLEDORE,film 3,rubeus,Regulus Arcturus Black,3
869,DUMBLEDORE,film 3,rubeus,Remus John Lupin,1
870,DUMBLEDORE,film 3,rubeus,Rubeus Hagrid,3
871,DUMBLEDORE,film 3,rubeus,Sirius Black,3
872,DUMBLEDORE,film 3,sirius,Argus Filch,6
873,DUMBLEDORE,film 3,sirius,Edward Remus Lupin,3
874,DUMBLEDORE,film 3,sirius,Fat Friar,3
875,DUMBLEDORE,film 3,sirius,Hermione Jean Granger,6
876,DUMBLEDORE,film 3,sirius,James Sirius Potter,9
877,DUMBLEDORE,film 3,sirius,Lily J. Potter,3
878,DUMBLEDORE,film 3,sirius,Nicholas de Mimsy-Porpington,24
879,DUMBLEDORE,film 3,sirius,Regulus Arcturus Black,9
880,DUMBLEDORE,film 3,sirius,Remus John Lupin,3
881,DUMBLEDORE,film 3,sirius,Rubeus Hagrid,9
882,DUMBLEDORE,film 3,sirius,Sirius Black,9
883,Dean,film 1,neville,Neville Longbottom,1
884,Dudley,film 1,harry,Harry James Potter,4
885,Dumbledore,film 1,albus,Albus Percival Wulfric Brian Dumbledore,1
886,Dumbledore,film 1,albus,Albus Severus Potter,3
887,Dumbledore,film 1,albus,Alice Longbottom,1
888,Dumbledore,film 1,albus,Argus Filch,1
889,Dumbledore,film 1,albus,Arthur Weasley,1
890,Dumbledore,film 1,albus,Bill William Arthur Weasley,1
891,Dumbledore,film 1,albus,Charles Weasley,1
892,Dumbledore,film 1,albus,Cho Chang,1
893,Dumbledore,film 1,albus,Frank Longbottom,1
894,Dumbledore,film 1,albus,Fred Weasley,1
895,Dumbledore,film 1,albus,George Weasley,1
896,Dumbledore,film 1,albus,Ginevra Ginny Molly Weasley,1
897,Dumbledore,film 1,albus,Godric Gryffindor,3
898,Dumbledore,film 1,albus,Harry James Potter,3
899,Dumbledore,film 1,albus,Helena Ravenclaw,1
900,Dumbledore,film 1,albus,Helga Hufflepuff,1
901,Dumbledore,film 1,albus,James Potter,2
902,Dumbledore,film 1,albus,James Sirius Potter,2
903,Dumbledore,film 1,albus,Lily J. Potter,2
904,Dumbledore,film 1,albus,Minerva McGonagall,1
905,Dumbledore,film 1,albus,Molly Weasley,1
906,Dumbledore,film 1,albus,Neville Longbottom,1
907,Dumbledore,film 1,albus,Nicholas de Mimsy-Porpington,7
908,Dumbledore,film 1,albus,Percy Ignatius Weasley,1
909,Dumbledore,film 1,albus,Quirinus Quirrell,1
910,Dumbledore,film 1,albus,Ronald Bilius Weasley,2
911,Dumbledore,film 1,albus,Rowena Ravenclaw,1
912,Dumbledore,film 1,albus,Rubeus Hagrid,4
913,Dumbledore,film 1,albus,Salazar Slytherin,1
914,Dumbledore,film 1,filch,Albus Percival Wulfric Brian Dumbledore,1
915,Dumbledore,film 1,filch,Albus Severus Potter,3
916,Dumbledore,film 1,filch,Alice Longbottom,1
917,Dumbledore,film 1,filch,Argus Filch,1
918,Dumbledore,film 1,filch,Arthur Weasley,1
919,Dumbledore,film 1,filch,Bill William Arthur Weasley,1
920,Dumbledore,film 1,filch,Charles Weasley,1
921,Dumbledore,film 1,filch,Cho Chang,1
922,Dumbledore,film 1,filch,Frank Longbottom,1
923,Dumbledore,film 1,filch,Fred Weasley,1
924,Dumbledore,film 1,filch,George Weasley,1
925,Dumbledore,film 1,filch,Ginevra Ginny Molly Weasley,1
926,Dumbledore,film 1,filch,Godric Gryffindor,3
927,Dumbledore,film 1,filch,Harry James Potter,3
